"","CTRY","YEAR","COW","PHYSINT","ASSN","DOMMOV","WORKER","polity","l_pop","urban","gdp","gdpgrth","event_lag1","event","FORMOV","dummyevent","Violence","tax","speech","protesthistory","laborenvir","anocracy","ViolenceLag","milcapita"
"519","Somalia",1996,520,NA,NA,NA,NA,0,15.66541,31.780001,6.5662928,NA,0,0,-77,0,NA,NA,NA,0,NA,1,NA,0.0182456780550107
"520","Somalia",1997,520,NA,NA,NA,NA,0,15.68214,32.16,6.5251279,NA,0,0,-77,0,NA,NA,NA,0,NA,1,NA,0.0182456780550107
"521","Somalia",1998,520,NA,NA,NA,NA,0,15.706,32.540001,6.5236549,NA,0,0,-77,0,NA,NA,NA,0,NA,1,NA,0.0182456780550107
"522","Somalia",1999,520,NA,NA,NA,NA,0,15.73376,32.919998,6.5022659,NA,0,0,-77,0,NA,NA,NA,0,NA,1,NA,0.00516956162117452
"523","Somalia",2000,520,NA,NA,NA,NA,0,15.76308,33.299999,6.5244908,NA,0,0,-77,0,NA,NA,NA,0,NA,1,NA,0.0049519659304744
"524","Somalia",2001,520,NA,NA,NA,NA,0,15.7935,33.68,6.5454798,NA,0,0,-77,0,NA,NA,NA,0,NA,1,NA,0.0182456780550107
"525","Soviet Union",1994,365,NA,NA,NA,NA,4,18.814989,73.400002,8.9625893,-12.56976,2,3,NA,1,NA,NA,NA,0,NA,1,NA,0.00946150519031142
"526","Soviet Union",1995,365,NA,NA,NA,NA,4,18.813669,73.400002,8.9111509,-4.143528,3,4,NA,1,NA,NA,NA,0,NA,1,NA,0.00947392640112604
"527","Soviet Union",1996,365,NA,NA,NA,NA,4,18.810961,73.400002,8.8519659,-3.5999999,4,4,NA,1,NA,NA,NA,1,NA,1,NA,0.00879930147083708
"528","Soviet Union",1997,365,NA,NA,NA,NA,4,18.80801,73.400002,8.900816,1.4,4,7,NA,1,NA,NA,NA,1,NA,1,NA,0.00883722511131505
"529","Soviet Union",1998,365,NA,NA,NA,NA,4,18.80526,73.400002,8.8565664,-5.3000002,7,5,NA,1,NA,NA,NA,1,NA,1,NA,0.00678269598600052
"530","Soviet Union",1999,365,NA,NA,NA,NA,4,18.801229,73.400002,8.9393291,6.4000001,5,0,NA,0,NA,NA,NA,1,NA,1,NA,0.00611429658414631
"531","Sri Lanka",1994,780,2,2,1,2,5,16.69981,16.559999,7.9691849,5.5999999,0,0,2,0,6,NA,1,0,6,1,NA,0.0061572907920515
"532","Sri Lanka",1995,780,0,2,2,2,5,16.713409,16.4,8.0453873,5.5,0,1,2,1,8,NA,1,0,7,1,6,0.00607332155477032
"533","Sri Lanka",1996,780,0,1,2,1,5,16.72438,16.26,8.1049023,3.8,1,0,1,0,8,NA,1,0,5,1,8,0.00600600600600601
"534","Sri Lanka",1997,780,1,2,1,2,5,16.7369,16.120001,8.1746941,6.4015369,0,1,2,1,7,NA,1,0,6,1,8,0.00592927986200949
"535","Sri Lanka",1998,780,1,1,0,1,5,16.74798,15.98,8.2609243,4.6983972,1,1,1,1,7,NA,1,1,3,1,7,0.00596044432403143
"536","Sri Lanka",1999,780,2,2,0,1,5,16.762211,15.84,8.2670774,4.3005719,1,0,1,0,6,NA,0,0,3,1,7,0.00536509469392135
"537","Sri Lanka",2000,780,0,2,0,2,5,16.778669,15.7,8.3056393,6,0,0,2,0,8,NA,0,1,4,1,6,0.00610824879162904
"538","Sri Lanka",2003,780,4,1,1,2,5,16.77318,15.34,8.5067339,6.0198479,0,0,2,0,4,NA,1,0,5,1,8,0.00779407240283048
"539","Sri Lanka",2004,780,5,0,0,1,5,16.78397,15.22,NA,5.447351,0,0,1,0,3,NA,1,0,2,1,4,0.00668760766035059
"540","Sudan",1994,625,2,0,0,0,-7,17.1709,30.360001,6.893384,1.00623,0,0,0,0,6,NA,0,0,0,0,NA,0.0028327633260787
"541","Sudan",1995,625,2,0,0,0,-7,17.19487,31.299999,6.9434018,5.9970942,0,0,0,0,6,NA,0,0,0,0,6,0.00333245965477216
"542","Sudan",1996,625,0,0,0,0,-7,17.218651,32.259998,6.916666,5.9191322,0,0,0,0,8,NA,0,1,0,0,6,0.0032611483639295
"543","Sudan",1997,625,0,0,1,0,-7,17.2423,33.220001,6.9754448,6.3369398,0,0,0,0,8,NA,0,0,1,0,8,0.00376357575540342
"544","Sudan",1998,625,0,0,1,0,-7,17.26548,34.18,6.9711719,6.4426308,0,0,0,0,8,NA,0,0,1,0,8,0.0037112964795702
"545","Sudan",1999,625,0,0,1,0,-7,17.2878,35.139999,6.8665729,6.3395648,0,0,0,0,8,NA,0,0,1,0,8,0.00363535643804314
"546","Sudan",2000,625,0,0,0,0,-7,17.309059,36.099998,6.9543648,6.4999981,0,0,0,0,8,NA,0,0,0,0,8,0.00352661919294676
"547","Sudan",2001,625,0,0,0,0,-7,17.32909,37.040001,7.020328,6.0999999,0,0,0,0,8,NA,0,0,0,0,8,0.00369937079078003
"548","Sudan",2002,625,0,0,0,0,-6,17.34812,37.98,7.0646791,6.4000001,0,0,0,0,8,NA,0,0,0,0,8,0.00400877132871925
"549","Sudan",2003,625,0,0,0,0,-6,17.36673,38.919998,7.134459,5.5999999,0,0,0,0,8,NA,0,0,0,0,8,0.00346967371722159
"550","Sudan",2004,625,2,0,0,0,-6,17.385691,39.860001,NA,5.1999998,0,0,0,0,6,NA,0,0,0,0,8,0.00337892719061698
"551","Swaziland",1994,572,7,0,2,1,-9,13.679,22.98,8.6190052,3.3499639,0,0,0,0,1,NA,0,0,3,0,NA,0.00341296928327645
"552","Swaziland",1995,572,5,0,2,0,-9,13.71015,23,8.6299505,3.7588551,0,0,0,0,3,NA,0,0,2,0,1,0.00330396475770925
"553","Swaziland",1996,572,5,0,2,0,-9,13.74185,23.059999,8.5988998,3.934628,0,0,0,0,3,NA,0,0,2,0,3,0.00319829424307036
"554","Swaziland",1997,572,4,0,2,0,-9,13.77443,23.120001,8.7049618,3.8281939,0,1,0,1,4,NA,1,0,3,0,3,0.0033112582781457
"555","Swaziland",1998,572,6,0,2,0,-9,13.80599,23.18,8.7073097,3.2534161,1,0,0,0,2,NA,0,0,2,0,4,0.00315126050420168
"556","Swaziland",1999,572,6,0,2,0,-9,13.83486,23.24,9.0024233,3.5141211,0,0,0,0,2,NA,0,0,2,0,2,0.00306122448979592
"557","Swaziland",2000,572,5,0,2,0,-9,13.85953,23.299999,9.0498228,2.0383871,0,1,0,1,3,NA,0,1,2,0,2,0.0182456780550107
"558","Swaziland",2001,572,7,0,2,0,-9,13.88125,23.459999,9.128623,1.610407,1,0,0,0,1,NA,1,0,3,0,3,0.0182456780550107
"559","Syria",1994,652,4,0,1,0,-9,16.480459,49.619999,7.3344378,7.6529369,0,0,0,0,4,NA,0,0,1,0,NA,0.0231147067321583
"560","Syria",1995,652,5,0,2,0,-9,16.507071,49.799999,7.4383249,5.7500148,0,0,0,0,3,NA,0,0,2,0,4,0.0225574510080361
"561","Syria",1996,652,3,0,1,0,-9,16.53359,49.860001,7.476253,4.4000001,0,0,0,0,5,NA,0,0,1,0,3,0.0218893221150557
"562","Syria",1997,652,3,0,2,0,-9,16.559931,49.919998,7.5155239,1.8,0,0,0,0,5,NA,0,0,2,0,5,0.0214032506186877
"563","Syria",1998,652,3,0,1,0,-9,16.58609,49.98,7.5533571,6.3372641,0,0,0,0,5,NA,0,0,1,0,5,0.0205439248679319
"564","Syria",1999,652,3,0,2,0,-9,16.612009,50.040001,7.5120149,-3.5536571,0,0,0,0,5,NA,0,0,2,0,5,0.0197138314785374
"565","Syria",2000,652,2,0,1,0,-7,16.63765,50.099998,7.601346,2.742857,0,0,0,0,6,NA,0,0,1,0,5,0.0195968992248062
"566","Syria",2001,652,4,0,2,0,-7,16.663019,50.200001,7.591495,5.200943,0,0,0,0,4,NA,0,0,2,0,6,0.0191985645933014
"567","Syria",2002,652,4,0,1,0,-7,16.688129,50.299999,7.63936,3.955878,0,0,0,0,4,NA,0,0,1,0,4,0.0187702265372168
"568","Syria",2003,652,3,0,1,0,-7,16.713011,50.400002,7.6975312,1.6395071,0,0,0,0,5,NA,0,0,1,0,4,0.0184414383165684
"569","Syria",2004,652,3,1,0,0,-7,16.737711,50.5,NA,4.9299049,0,0,0,0,5,NA,0,0,1,0,5,0.0177076261597647
"570","Tajikistan",2002,702,3,0,1,1,-1,15.65888,25.42,7.5661778,9.1000004,0,0,1,0,5,NA,1,0,3,1,NA,0.000936914428482199
"571","Tajikistan",2003,702,5,1,1,1,-3,15.67035,25.18,7.6403999,10.2,0,0,1,0,3,NA,0,0,3,1,5,0.000918836140888208
"572","Tajikistan",2004,702,5,1,1,1,-3,15.68228,24.940001,NA,10.6,0,0,1,0,3,NA,0,0,3,1,3,0.00105042016806723
"573","Tanzania",1994,510,6,1,0,0,-6,17.184271,20.18,6.0605278,1.567662,0,0,0,0,2,NA,1,0,2,0,NA,0.0017139723022076
"574","Tanzania",1995,510,5,1,0,0,-1,17.21344,20.5,6.1891208,3.569912,0,0,1,0,3,NA,1,0,2,1,2,0.00164815242113591
"575","Tanzania",1996,510,5,1,0,0,-1,17.24028,20.860001,6.2482591,4.5443668,0,0,1,0,3,NA,1,0,2,1,3,0.00162342933212117
"576","Tanzania",1997,510,4,0,0,1,-1,17.265249,21.219999,6.5715232,3.5252781,0,0,1,0,4,NA,0,0,1,1,3,0.00111086425238836
"577","Tanzania",1998,510,5,0,0,0,-1,17.289141,21.58,6.6136422,3.7085121,0,0,1,0,3,NA,1,0,1,1,4,0.00109027474923681
"578","Tanzania",1999,510,4,1,0,0,-1,17.312969,21.940001,6.6646791,3.5299599,0,0,1,0,4,NA,1,0,2,1,3,0.00106730094837313
"579","Tanzania",2000,510,3,1,1,0,2,17.33741,22.299999,6.7052259,5.0994749,0,0,0,0,5,NA,0,0,2,1,4,0.00101441059760718
"580","Tanzania",2001,510,3,1,1,0,2,17.3626,22.68,6.757935,6.2425399,0,0,1,0,5,NA,1,0,3,1,5,0.000805393151175277
"581","Tanzania",2002,510,7,0,1,0,2,17.388281,23.059999,6.867382,7.2411318,0,0,0,0,1,NA,1,0,2,1,5,0.000754063564765682
"582","Tanzania",2003,510,5,0,1,0,2,17.414221,23.440001,6.8987131,5.667779,0,0,0,0,3,NA,1,0,2,1,1,0.000734474034982726
"583","Tanzania",2004,510,3,1,1,0,2,17.440069,23.82,NA,6.731658,0,0,1,0,5,NA,0,0,2,1,3,0.00071494770289951
"584","Togo",1994,461,1,0,2,0,-2,15.29302,32.66,6.6987028,14.98241,0,0,1,0,7,NA,1,0,3,1,NA,0.00203665987780041
"585","Togo",1995,461,5,1,1,0,-2,15.32229,33.299999,6.641592,7.8458319,0,0,0,0,3,NA,1,0,3,1,7,0.00244798041615667
"586","Togo",1996,461,5,1,0,0,-2,15.35519,33.959999,6.743865,8.8362141,0,0,1,0,3,NA,0,0,1,1,3,0.00238038562247084
"587","Togo",1997,461,3,1,0,1,-2,15.39073,34.619999,6.7869358,14.37737,0,0,1,0,5,NA,1,0,3,1,3,0.00277970813064628
"588","Togo",1998,461,4,0,0,1,-2,15.42718,35.279999,6.8335738,-2.299875,0,0,0,0,4,NA,0,0,1,1,5,0.00272913350011371
"589","Togo",1999,461,4,1,0,1,-2,15.46243,35.939999,6.7404709,2.4817519,0,0,0,0,4,NA,0,0,2,1,4,0.00243794326241135
"590","Togo",2000,461,5,0,0,2,-2,15.49517,36.599998,6.7131581,-0.78347582,0,0,1,0,3,NA,0,0,2,1,4,0.00151220565996976
"591","Togo",2001,461,5,0,0,1,-2,15.52519,37.299999,6.6916151,-0.1794688,0,0,0,0,3,NA,0,0,1,1,3,0.00210970464135021
"592","Togo",2002,461,5,0,0,1,-2,15.55308,38,6.6422019,4.1352029,0,0,0,0,3,NA,0,0,1,1,3,0.00195160031225605
"593","Togo",2003,461,5,1,0,1,-2,15.5795,38.700001,6.739831,2.7,0,0,1,0,3,NA,0,0,2,1,3,0.00152120174938201
"594","Togo",2004,461,4,1,0,1,-2,15.60533,39.400002,6.730134,3,0,0,1,0,4,NA,0,0,2,1,3,0.00148203038162282
"595","Tunisia",1994,616,4,0,2,1,-3,15.99201,61.119999,8.5577059,3.178411,0,0,1,0,4,0.264015305235086,0,0,3,1,NA,0.00397095529838893
"596","Tunisia",1995,616,4,1,2,0,-3,16.007999,61.5,8.5844431,2.35167,0,0,1,0,4,0.255218420486335,0,0,3,1,4,0.00390712212547444
"597","Tunisia",1996,616,6,1,2,1,-3,16.02261,61.880001,8.6620779,7.14608,0,0,1,0,2,0.262103586426606,1,0,5,1,4,0.00384953805543335
"598","Tunisia",1997,616,3,1,2,2,-3,16.036341,62.259998,8.6950302,5.4409428,0,0,1,0,5,0.248169456066946,0,0,5,1,2,0.00379815518176886
"599","Tunisia",1998,616,4,1,1,1,-3,16.049101,62.639999,8.7318153,4.783762,0,0,1,0,4,0.253544385371355,0,0,3,1,5,0.00374933047670059
"600","Tunisia",1999,616,6,1,1,1,-3,16.062149,63.02,8.7980423,6.053988,0,0,1,0,2,0.254813345091123,1,0,4,1,4,0.00369978858350951
"601","Tunisia",2000,616,3,0,1,2,-3,16.07346,63.400002,8.8527098,4.6952682,0,0,1,0,5,0.250067237454558,0,0,3,1,2,0.00365115793866055
"602","Tunisia",2001,616,4,1,1,1,-3,16.084909,63.779999,8.9118881,4.9246149,0,0,1,0,4,0.249814754149998,1,0,4,1,5,0.00361794500723589
"603","Tunisia",2002,616,4,1,1,1,-4,16.096041,64.160004,8.9397058,1.653782,0,0,1,0,4,0.253177319838303,1,0,4,1,4,0.00358974358974359
"604","Tunisia",2003,616,4,0,2,1,-4,16.10195,64.540001,8.997366,5.5604048,0,0,0,0,4,0.245701388064343,0,0,3,1,4,0.00355438204529298
"605","Tunisia",2004,616,4,1,2,1,-4,16.111309,64.919998,9.0574703,6.0386181,0,0,0,0,4,0.245139318726023,0,0,4,1,4,0.00351864883884588
"606","Turkmenistan",2002,701,5,0,0,0,-9,15.34805,45.540001,8.9308376,NA,0,0,1,0,3,NA,0,0,0,0,NA,0.00391304347826087
"607","Turkmenistan",2003,701,3,0,0,0,-9,15.3626,45.759998,8.9771814,NA,0,0,0,0,5,NA,0,0,0,0,3,0.00623924268502582
"608","Turkmenistan",2004,701,3,1,0,0,-9,15.37702,45.98,NA,NA,0,0,1,0,5,NA,0,0,1,0,5,0.00596125186289121
"609","Uganda",1994,500,3,0,2,1,-4,16.82402,11.58,6.7153301,6.403636,0,0,1,0,5,NA,1,0,4,1,NA,0.00314465408805031
"610","Uganda",1995,500,4,0,2,1,-4,16.854891,11.7,6.753222,11.52324,0,0,1,0,4,NA,1,0,4,1,5,0.00264756268494004
"611","Uganda",1996,500,2,0,2,1,-4,16.885111,11.78,6.7569041,9.0721149,0,0,1,0,6,NA,1,0,4,1,4,0.00251914550584442
"612","Uganda",1997,500,3,0,1,2,-4,16.91485,11.86,6.8497849,5.1000018,0,0,1,0,5,NA,1,0,4,1,6,0.00244642332909287
"613","Uganda",1998,500,5,0,1,1,-4,16.944611,11.94,6.8811278,4.9052649,0,0,1,0,3,NA,1,0,3,1,5,0.00243261652233142
"614","Uganda",1999,500,3,0,1,1,-4,16.974991,12.02,6.9345231,8.0539484,0,0,1,0,5,NA,1,0,3,1,3,0.00236484888615617
"615","Uganda",2000,500,2,0,1,2,-4,17.00635,12.1,6.9639392,5.6382108,0,0,1,0,6,NA,1,0,4,1,5,0.00229589493984755
"616","Uganda",2001,500,3,0,1,1,-4,17.038811,12.2,7.0033531,4.944973,0,0,1,0,5,NA,1,0,3,1,6,0.00235950235950236
"617","Uganda",2002,500,3,1,1,0,-4,17.07226,12.3,7.0333118,6.3356748,0,0,1,0,5,NA,1,0,3,1,5,0.00212003237867633
"618","Uganda",2003,500,2,0,1,0,-4,17.106501,12.4,7.0761342,4.721549,0,0,1,0,6,NA,1,0,2,1,5,0.00223563603845294
"619","Uganda",2004,500,2,0,2,0,-4,17.141279,12.5,NA,5.4898262,0,0,1,0,6,NA,1,0,3,1,6,0.00190874059134944
"620","United Arab Emirates",1994,696,8,0,0,0,-8,14.61167,78.540001,9.830636,7.335506,0,0,0,0,0,0.101194399267903,1,0,1,0,NA,0.0278164116828929
"621","United Arab Emirates",1995,696,7,0,0,0,-8,14.69555,78.400002,9.9305601,7.9456229,0,0,0,0,1,0.108732037446867,0,0,0,0,0,0.0259291270527226
"622","United Arab Emirates",1996,696,7,0,0,0,-8,14.72779,78.199997,10.00443,6.1682281,0,0,0,0,1,0.107763797595613,1,0,1,0,1,0.024559967253377
"623","United Arab Emirates",1997,696,4,0,0,0,-8,14.79082,78,10.08243,6.6573958,0,0,0,0,4,0.104931077873424,0,0,0,0,1,0.0232558139534884
"624","United Arab Emirates",1998,696,6,0,0,0,-8,14.8572,77.800003,9.9906693,4.2687588,0,0,0,0,2,0.13328312414901,1,0,1,0,4,0.0276243093922652
"625","United Arab Emirates",1999,696,8,0,0,0,-8,14.92506,77.599998,10.10862,3.8805649,0,0,0,0,0,0.118775897818422,1,0,1,0,2,0.0271059216013344
"626","United Arab Emirates",2000,696,7,0,0,0,-8,14.99324,77.400002,10.37915,4.9839158,0,0,0,0,1,0.0746797921105808,0,0,0,0,0,0.0266284309709136
"627","United Arab Emirates",2001,696,5,0,0,0,-8,15.06484,77.260002,10.36656,7.9682751,0,1,0,1,3,0.0680816632051701,1,0,1,0,1,0.0205241553520682
"628","United Arab Emirates",2002,696,6,0,0,0,-8,15.13833,77.120003,10.39207,2.5999999,1,0,0,0,2,0.0600049590875279,1,0,1,0,3,0.0130272952853598
"629","United Arab Emirates",2003,696,8,0,0,0,-8,15.212,76.980003,10.4152,11.9,0,0,0,0,0,0.0543947164423578,0,0,0,0,2,0.0148411991688928
"630","United Arab Emirates",2004,696,6,1,0,0,-8,15.27877,76.839996,NA,9.6999998,0,0,0,0,2,0.0541219595310241,0,1,1,0,0,0.0136649357748019
"631","Uzbekistan",2004,704,1,0,0,0,-9,17.06838,36.82,NA,7.6999998,0,0,0,0,7,NA,0,0,0,0,NA,0.00209432206019237
"632","Yemen",2001,679,2,1,1,1,-2,16.73361,25.780001,7.0334129,4.5999999,0,0,0,0,6,NA,1,0,4,1,NA,0.00300116712054688
"633","Yemen",2002,679,5,0,1,0,-2,16.7649,26.16,7.057548,3.9000001,0,0,0,0,3,NA,0,0,1,1,6,0.00355775968950461
"634","Yemen",2003,679,2,1,1,0,-2,16.796249,26.540001,7.0777979,3.0999999,0,0,0,0,6,NA,0,0,2,1,3,0.00351134636549447
"635","Yemen",2004,679,2,1,1,0,-2,16.827579,26.92,NA,3.9728999,0,0,0,0,6,NA,0,0,2,1,6,0.00341610156528833
"636","Zambia",1996,551,3,1,1,1,1,16.09737,36.639999,6.7690821,6.9456568,0,0,2,0,5,NA,1,0,4,1,NA,0.00193353474320242
"637","Zambia",1997,551,3,1,1,1,1,16.121099,36.18,6.8004928,3.2988269,0,0,1,0,5,NA,1,0,4,1,5,0.00247699929228592
"638","Zambia",1998,551,4,0,1,1,1,16.14397,35.720001,6.7205009,-1.858705,0,1,1,1,4,NA,1,0,3,1,5,0.00193599817788407
"639","Zambia",1999,551,5,1,1,1,1,16.165649,35.259998,6.6787891,2.2243879,1,0,1,0,3,NA,1,0,4,1,4,0.00189393939393939
"640","Zambia",2000,551,5,1,1,1,1,16.185949,34.799999,6.7634802,3.576905,0,0,1,0,3,NA,1,0,4,1,3,0.00239938924637365
"641","Zambia",2001,551,5,1,1,1,5,16.20487,34.84,6.796999,4.8939581,0,0,1,0,3,NA,1,1,4,1,3,0.00218059272474973
"642","Zambia",2002,551,5,2,1,1,5,16.22262,34.880001,6.8967948,3.3037059,0,0,2,0,3,NA,1,0,5,1,3,0.00207058823529412
"643","Zambia",2003,551,5,1,1,1,5,16.239531,34.919998,6.9706922,5.1183548,0,0,2,0,3,NA,1,0,4,1,3,0.00165213400642497
"644","Zambia",2004,551,4,1,1,1,5,16.25602,34.959999,NA,5.4101529,0,1,2,1,4,NA,1,0,4,1,3,0.00152125279642058
"645","Zimbabwe",1994,552,6,1,2,1,-6,16.26725,31.16,7.953321,9.2351952,0,0,2,0,2,NA,1,0,5,0,NA,0.00385650224215247
"646","Zimbabwe",1995,552,4,1,2,1,-6,16.285271,31.700001,7.8747392,0.1580264,0,0,2,0,4,NA,1,0,5,0,2,0.00347041471455839
"647","Zimbabwe",1996,552,4,2,2,1,-6,16.301411,32.119999,7.9609432,10.3607,0,1,2,1,4,NA,0,0,5,0,4,0.00335908632851864
"648","Zimbabwe",1997,552,6,1,2,0,-6,16.31572,32.540001,7.9820838,2.680593,1,1,2,1,2,NA,1,0,4,0,4,0.0032536196518627
"649","Zimbabwe",1998,552,5,1,2,1,-6,16.32831,32.959999,7.990056,2.885211,1,2,2,1,3,NA,0,0,4,0,2,0.00351586534235739
"650","Zimbabwe",1999,552,6,0,1,1,-6,16.339291,33.380001,8.042552,-3.599999,2,1,1,1,2,NA,0,1,2,0,3,0.00346951166623298
"651","Zimbabwe",2000,552,4,0,0,1,-5,16.34882,33.799999,8.088233,-7.9000001,1,1,1,1,4,NA,1,1,2,1,2,0.00342788585140115
"652","Zimbabwe",2001,552,3,0,0,1,-6,16.356939,34.220001,8.0241756,-2.7,1,0,1,0,5,NA,0,1,1,0,4,0.00300925925925926
"653","Zimbabwe",2002,552,2,1,0,0,-7,16.363831,34.639999,7.8998899,-4.4000001,0,1,1,1,6,NA,0,1,1,0,5,0.00205679930385254
"654","Zimbabwe",2003,552,2,0,0,0,-7,16.369881,35.060001,7.8411298,-10.4,1,1,1,1,6,NA,0,1,0,0,6,0.0022883295194508
"655","Zimbabwe",2004,552,2,1,0,0,-7,16.375549,35.48,NA,-3.8,1,0,1,0,6,NA,0,0,1,0,6,0.00228472386354684
