"","CTRY","YEAR","COW","PHYSINT","ASSN","DOMMOV","WORKER","polity","l_pop","urban","gdp","gdpgrth","event_lag1","event","FORMOV","dummyevent","Violence","tax","speech","protesthistory","laborenvir","anocracy","ViolenceLag","milcapita"
"166","Cuba",1999,40,4,0,1,0,-7,16.220819,75.339996,8.6046591,6.2375879,0,0,1,0,4,NA,0,0,1,0,5,0.00448028673835125
"167","Cuba",2000,40,4,0,1,0,-7,16.22468,75.599998,8.6479788,5.6270099,0,0,1,0,4,NA,0,0,1,0,4,0.00517810909740202
"168","Cuba",2001,40,5,0,1,0,-7,16.227961,75.580002,8.7021933,2.999902,0,0,1,0,3,NA,0,0,1,0,4,0.00412297212512324
"169","Cuba",2002,40,4,0,1,0,-7,16.230761,75.559998,8.750349,1.799859,0,0,1,0,4,NA,0,0,1,0,3,0.00410274705672494
"170","Cuba",2003,40,4,0,1,0,-7,16.233191,75.540001,8.8357458,3.8000309,0,0,1,0,4,NA,0,0,1,0,4,0.00409034323314956
"171","Cuba",2004,40,4,0,1,0,-7,16.23543,75.519997,NA,5.4000368,0,0,1,0,4,NA,0,0,1,0,4,0.00425796150093143
"172","Djibouti",1994,522,NA,NA,1,NA,-7,13.30037,78.959999,7.9103179,-0.94174761,0,0,1,0,NA,NA,NA,0,NA,0,NA,0.0136752136752137
"173","Djibouti",1995,522,NA,NA,1,NA,-7,13.31913,79.699997,8.1220112,-3.4884329,0,0,1,0,NA,NA,NA,0,NA,0,NA,0.0133111480865225
"174","Djibouti",1996,522,NA,NA,2,NA,-6,13.3464,80.419998,8.0218067,-4.1153879,0,0,1,0,NA,NA,NA,0,NA,0,NA,0.0129659643435981
"175","Djibouti",1997,522,NA,NA,1,NA,-6,13.37949,81.139999,8.1125097,-0.74723309,0,0,1,0,NA,NA,NA,0,NA,0,NA,0.0126182965299685
"176","Djibouti",1998,522,NA,NA,1,NA,-6,13.41523,81.860001,8.1110449,0.1007728,0,0,1,0,NA,NA,NA,0,NA,0,NA,0.0128410914927769
"177","Djibouti",1999,522,NA,NA,0,NA,2,13.44942,82.580002,8.384387,2.1789219,0,0,1,0,NA,NA,NA,0,NA,1,NA,0.0127186009538951
"178","Djibouti",2000,522,NA,NA,0,NA,2,13.47944,83.300003,8.3838539,0.41627121,0,0,0,0,NA,NA,NA,0,NA,1,NA,0.0125391849529781
"179","Djibouti",2001,522,6,0,0,0,2,13.50506,83.860001,8.4404812,2.0476811,0,0,0,0,2,NA,1,0,1,1,NA,0.0156739811912226
"180","Djibouti",2002,522,NA,NA,0,NA,2,13.52749,84.419998,8.4389811,2.618649,0,0,0,0,NA,NA,NA,0,NA,1,2,0.0134408602150538
"181","Djibouti",2003,522,4,0,2,0,2,13.54742,84.980003,8.4419937,3.200151,0,0,2,0,4,NA,1,0,3,1,NA,0.0132450331125828
"182","Djibouti",2004,522,5,0,2,0,2,13.5659,85.540001,NA,3.000526,0,0,1,0,3,NA,1,0,3,1,4,0.0130548302872063
"183","Dominican Republic",1994,42,2,1,2,1,5,15.87831,57.279999,8.4312382,4.3249378,0,0,1,0,6,NA,1,1,5,1,NA,0.00283176728021624
"184","Dominican Republic",1995,42,4,2,2,1,5,15.89662,57.799999,8.47052,4.670043,0,1,2,1,4,NA,2,0,7,1,6,0.00277953253316488
"185","Egypt",1994,651,3,0,2,0,-6,17.911539,42.939999,8.100934,4.055944,0,0,0,0,5,NA,1,0,3,0,NA,0.00743288793625002
"186","Egypt",1995,651,4,0,1,0,-6,17.930059,42.799999,8.1451397,4.5026879,0,0,0,0,4,NA,1,0,2,0,5,0.00726032485732617
"187","Egypt",1996,651,3,0,2,0,-6,17.94874,42.740002,8.264967,5.1446939,0,0,0,0,5,NA,1,0,3,0,4,0.00709535831559494
"188","Egypt",1997,651,4,0,2,0,-6,17.967529,42.68,8.2672729,5.4923549,0,0,0,0,4,NA,1,0,3,0,5,0.00693425360016771
"189","Egypt",1998,651,5,0,2,1,-6,17.98642,42.619999,8.3130093,4.0240688,0,0,0,0,3,NA,1,0,4,0,4,0.00651732395647034
"190","Egypt",1999,651,3,0,2,2,-6,18.005409,42.560001,8.3668051,6.1099062,0,0,0,0,5,NA,1,0,5,0,3,0.00639633475143546
"191","Egypt",2000,651,4,0,2,1,-6,18.02446,42.5,8.4197636,5.3833051,0,0,0,0,4,NA,1,0,4,0,5,0.00654301153789981
"192","Egypt",2001,651,3,0,2,0,-6,18.043579,42.560001,8.4615507,3.524087,0,0,0,0,5,NA,1,0,3,0,4,0.00677639428518983
"193","Egypt",2002,651,2,0,2,0,-6,18.062759,42.619999,8.4958487,3.185384,0,0,0,0,6,NA,1,0,3,0,5,0.00648580589432382
"194","Egypt",2003,651,2,0,2,1,-6,18.081949,42.68,8.5368128,3.1082339,0,0,0,0,6,NA,1,0,4,0,6,0.0064811614241272
"195","Egypt",2004,651,2,0,2,1,-6,18.101061,42.740002,NA,4.1781049,0,0,0,0,6,NA,0,0,3,0,6,0.00650224532872463
"196","Equatorial Guinea",2002,411,NA,NA,0,NA,-5,13.06097,38.84,9.6169252,18.5212,0,0,1,0,NA,NA,NA,0,NA,1,NA,0.00362976406533575
"197","Equatorial Guinea",2003,411,4,0,0,0,-5,13.08392,38.860001,9.2418652,11.7019,0,0,1,0,4,NA,0,0,0,1,NA,0.00175746924428822
"198","Equatorial Guinea",2004,411,3,1,0,0,-5,13.10671,38.880001,NA,31.747681,0,0,1,0,5,NA,0,0,1,1,4,0.00170648464163823
"199","Eritrea",2003,531,3,0,1,0,-7,15.21509,18.76,6.3354511,6.0874839,0,0,0,0,5,NA,0,0,1,0,NA,0.0451598479767494
"200","Eritrea",2004,531,4,0,1,1,-7,15.25808,19.08,6.2900362,1.856773,0,0,0,0,4,NA,0,0,2,0,5,0.0432918988426918
"201","Fiji",1994,950,8,2,2,2,5,13.53867,44.720001,8.3706694,5.0999999,0,0,2,0,0,NA,2,0,8,1,NA,0.00510204081632653
"202","Fiji",1995,950,8,2,2,2,5,13.55146,45.5,8.3921442,2.5,0,0,2,0,0,NA,2,0,8,1,0,0.0050251256281407
"203","Fiji",1996,950,7,2,2,2,5,13.5633,46.060001,8.4613705,4.8000002,0,0,2,0,1,NA,1,0,7,1,0,0.00501882057716437
"204","Fiji",1997,950,7,2,2,2,5,13.57456,46.619999,8.4247818,-2.2,0,0,2,0,1,NA,2,0,8,1,1,0.00494437577255871
"205","Fiji",1998,950,7,2,2,1,5,13.5853,47.18,8.4286909,1.3,0,0,2,0,1,NA,2,0,7,1,1,0.0050251256281407
"206","Fiji",2000,950,7,1,2,1,5,13.6057,48.299999,8.4276943,-1.7,0,0,2,0,1,NA,1,0,5,1,1,0.00489596083231334
"207","Fiji",2001,950,6,1,2,1,5,13.61542,48.799999,8.4708099,2,0,0,2,0,2,NA,1,0,5,1,1,0.00493827160493827
"208","Fiji",2002,950,7,1,2,1,5,13.62472,49.299999,8.5403585,3.2,0,0,2,0,1,NA,1,0,5,1,2,0.00490196078431373
"209","Fiji",2003,950,7,2,2,2,5,13.63361,49.799999,8.5702477,1,0,0,2,0,1,NA,2,0,8,1,1,0.00489596083231334
"210","Gabon",1994,481,4,0,0,1,-4,13.89815,74.139999,9.0677938,3.712755,0,0,0,0,4,NA,2,0,3,1,NA,0.00573613766730402
"211","Gabon",1995,481,8,2,0,1,-4,13.92771,75.400002,9.0457783,4.9738479,0,0,0,0,0,NA,2,0,5,1,4,0.00650557620817844
"212","Gabon",1996,481,7,2,0,1,-4,13.95635,76.339996,9.137187,3.6250491,0,0,0,0,1,NA,2,0,5,1,0,0.00632911392405063
"213","Gabon",1997,481,6,2,0,2,-4,13.98397,77.279999,9.0435209,5.738368,0,0,0,0,2,NA,2,0,6,1,1,0.00878734622144113
"214","Gabon",1998,481,7,2,0,2,-4,14.01013,78.220001,8.9194622,3.477834,0,0,0,0,1,NA,2,0,6,1,2,0.00599828620394173
"215","Gabon",1999,481,6,2,0,2,-4,14.03429,79.160004,9.0209837,-8.9326229,0,0,0,0,2,NA,1,0,5,1,1,0.00584795321637427
"216","Gabon",2000,481,8,2,0,1,-4,14.05618,80.099998,9.2532883,-1.882966,0,0,0,0,0,NA,1,0,4,1,2,0.00407830342577488
"217","Gabon",2001,481,6,2,0,2,-4,14.07567,80.800003,9.1430254,2.13168,0,0,0,0,2,NA,1,0,5,1,0,0.00404203718674212
"218","Gabon",2002,481,7,2,0,1,-4,14.09311,81.5,9.1208382,-0.26715419,0,0,0,0,1,NA,1,0,4,1,2,0.00389105058365759
"219","Gabon",2003,481,7,2,0,1,-4,14.10916,82.199997,9.1170702,2.4751921,0,0,0,0,1,NA,1,0,4,1,1,0.00379939209726444
"220","Gabon",2004,481,6,1,0,1,-4,14.12471,82.900002,9.1589746,1.346016,0,0,0,0,2,NA,1,0,3,1,1,0.00371195248700817
"221","Gambia, The",1997,420,6,0,2,2,-5,13.99268,45.919998,7.114408,4.8999991,0,0,2,0,2,NA,0,0,4,1,NA,0.000855431993156544
"222","Gambia, The",1998,420,7,1,2,2,-5,14.02601,46.98,7.2122951,3.499999,0,0,1,0,1,NA,1,0,6,1,2,0.00081366965012205
"223","Gambia, The",1999,420,6,1,1,2,-5,14.05851,48.040001,6.808568,6.4000001,0,0,1,0,2,NA,0,0,4,1,1,0.000788643533123028
"224","Gambia, The",2000,420,6,0,1,1,-5,14.09002,49.099998,6.8605161,5.5,0,0,1,0,2,NA,1,0,3,1,2,0.000766283524904215
"225","Gambia, The",2001,420,5,1,1,2,-5,14.12052,50.060001,6.89498,5.8000002,0,0,1,0,3,NA,0,0,4,1,2,0.000704225352112676
"226","Gambia, The",2002,420,7,1,1,1,-5,14.15005,51.02,6.8363409,-3.246948,0,0,1,0,1,NA,0,0,3,1,3,0.000765110941086458
"227","Gambia, The",2003,420,6,2,2,1,-5,14.17855,51.98,6.9079509,6.9518709,0,0,1,0,2,NA,1,0,6,1,1,0.000741289844329133
"228","Gambia, The",2004,420,6,1,2,1,-5,14.20597,52.939999,NA,5.0999999,0,0,1,0,2,NA,0,0,4,1,2,0.000718390804597701
"229","Georgia",2003,372,4,1,2,1,5,15.33385,52.400002,8.4148569,11.1,0,0,2,0,4,NA,1,0,5,1,NA,0.00394304490690033
"230","Ghana",1994,452,7,2,2,1,-1,16.66507,39.459999,7.0758662,3.3,0,0,2,0,1,NA,1,0,6,1,NA,0.000415282392026578
"231","Ghana",1995,452,6,1,1,1,-1,16.6905,40.200001,7.1306391,4.1124191,0,0,2,0,2,NA,1,0,4,1,1,0.000403737455300496
"232","Ghana",1996,452,6,2,2,1,2,16.71472,40.959999,7.1283798,4.6024609,0,0,2,0,2,NA,1,0,6,1,2,0.000392552714221624
"233","Ghana",1997,452,5,1,1,1,2,16.73793,41.720001,7.14888,4.1963582,0,0,2,0,3,NA,1,0,4,1,2,0.000381721016468535
"234","Ghana",1998,452,7,2,1,1,2,16.76041,42.48,7.2333131,4.7003908,0,0,2,0,1,NA,1,0,5,1,3,0.000365306335455589
"235","Ghana",1999,452,6,1,1,2,2,16.782539,43.240002,7.2470298,4.4064279,0,1,2,1,2,NA,1,0,5,1,1,0.000355727208049599
"236","Ghana",2000,452,5,1,1,1,2,16.804569,44,7.2386408,3.6936121,1,0,2,0,3,NA,1,0,4,1,2,0.000346328913516723
"237","Guatemala",1994,90,2,1,2,1,3,16.092449,42.700001,8.0849361,4.033741,0,0,2,0,6,NA,1,0,5,1,NA,0.00329393528385972
"238","Guatemala",1995,90,2,2,2,0,3,16.115129,43.099998,8.1270828,4.9485469,0,0,2,0,6,NA,1,1,5,1,6,0.00360866078588613
"239","Guinea",1995,438,4,0,0,1,-1,15.80656,29.5,7.624342,4.6076732,0,0,1,0,4,NA,1,0,2,1,NA,0.00163287522111852
"240","Guinea",1996,438,2,0,0,1,-1,15.83509,29.799999,7.692811,5.222404,0,0,1,0,6,NA,1,0,2,1,4,0.00159616919393456
"241","Guinea",1997,438,4,0,0,1,-1,15.85954,30.1,7.7345891,4.6507411,0,0,1,0,4,NA,1,0,2,1,6,0.00157604412923562
"242","Guinea",1998,438,4,0,0,1,-1,15.88096,30.4,7.8028111,4.8329749,0,0,1,0,4,NA,1,0,2,1,4,0.00163554586343192
"243","Guinea",1999,438,2,0,0,1,-1,15.90076,30.700001,7.824348,4.6721978,0,0,1,0,6,NA,1,0,2,1,4,0.0016304347826087
"244","Guinea",2000,438,2,0,0,1,-1,15.91996,31,7.8423271,1.882241,0,0,1,0,6,NA,1,0,2,1,6,0.00134589502018843
"245","Guinea",2001,438,3,0,0,0,-1,15.9388,31.4,7.9299679,3.97592,0,0,1,0,5,NA,1,0,1,1,6,0.00134607618791224
"246","Guinea",2002,438,4,0,0,0,-1,15.95718,31.799999,7.9921551,4.1889348,0,0,2,0,4,NA,1,0,1,1,5,0.0011054609772275
"247","Guinea",2003,438,6,0,0,0,-1,15.97545,32.200001,8.026186,1.238451,0,0,2,0,2,NA,1,0,1,1,4,0.00108636610537751
"248","Guinea",2004,438,5,0,0,1,-1,15.99398,32.599998,8.0673943,2.671345,0,0,1,0,3,NA,0,0,1,1,2,0.00106609808102345
"249","Guinea-Bissau",1995,404,7,2,2,1,5,13.9889,29.799999,6.5881448,4.4000001,0,0,2,0,1,NA,1,0,6,1,NA,0.00654817586529467
"250","Guinea-Bissau",1996,404,6,1,1,2,5,14.01758,29.780001,6.6242151,11.6,0,0,2,0,2,NA,1,0,5,1,1,0.00641613198900092
"251","Guinea-Bissau",1997,404,6,2,1,2,5,14.04497,29.76,6.537478,6.5,0,0,2,0,2,NA,1,0,6,1,2,0.00629496402877698
"252","Guinea-Bissau",1998,404,NA,NA,NA,NA,0,14.07179,29.74,6.2211418,-28.099979,0,0,-77,0,NA,NA,NA,0,NA,1,2,0.00602928509905254
"253","Guinea-Bissau",1999,404,3,2,0,2,3,14.09899,29.719999,6.322597,7.8000002,0,0,1,0,5,NA,1,0,5,1,NA,0.0058972198820556
"254","Guinea-Bissau",2000,404,7,2,0,1,5,14.12714,29.700001,6.6364732,7.5,0,0,1,0,1,NA,1,0,4,1,5,0.00577081615828524
"255","Guinea-Bissau",2001,404,6,2,0,2,5,14.15639,29.68,6.45437,0.2,0,0,1,0,2,NA,1,0,5,1,1,0.0074318744838976
"256","Guinea-Bissau",2002,404,5,1,2,1,5,14.18641,29.66,6.3922372,-7.0999999,0,0,1,0,3,NA,1,0,5,1,2,0.0067618332081142
"257","Guinea-Bissau",2003,404,4,2,2,1,-1,14.21682,29.639999,6.4591408,0.60000002,0,0,1,0,4,NA,1,0,6,1,3,0.00661278471711976
"258","Guinea-Bissau",2004,404,6,2,2,1,-1,14.24711,29.620001,NA,2.2,0,0,2,0,2,NA,2,0,7,1,4,0.00647016534867002
"259","Haiti",1999,41,2,2,2,1,2,15.87291,35,7.5230908,2.7,0,0,2,0,6,NA,1,1,6,1,NA,0.0182456780550107
"260","Haiti",2000,41,5,2,2,2,-2,15.88727,35.599998,7.6349602,0.39053851,0,0,2,0,3,NA,1,1,7,1,6,0.0182456780550107
"261","Haiti",2001,41,4,1,2,1,-2,15.90159,36.240002,NA,-1.042697,0,0,2,0,4,NA,1,0,5,1,3,0.000368912936546975
"262","Haiti",2002,41,3,1,2,0,-2,15.91592,36.880001,NA,-0.26149821,0,0,2,0,5,NA,1,0,4,1,4,0.0182456780550107
"263","Haiti",2003,41,2,0,2,0,-2,15.93025,37.52,NA,0.3624306,0,0,2,0,6,NA,1,0,3,1,5,0.0182456780550107
"264","Indonesia",1994,850,3,0,1,1,-7,19.062759,34.599998,8.0577049,7.5400672,0,5,1,1,5,NA,0,0,2,0,NA,0.0014684595858944
"265","Indonesia",1995,850,3,1,0,1,-7,19.0769,35.599998,8.1328297,8.3963575,5,2,0,1,5,NA,0,1,2,0,5,0.00143770378167441
"266","Indonesia",1996,850,1,0,0,0,-7,19.090851,36.880001,8.2077169,7.642787,2,3,1,1,7,NA,1,0,1,0,5,0.00142267025044077
"267","Indonesia",1997,850,0,0,0,0,-7,19.104601,38.16,8.2631378,4.699872,3,3,1,1,8,NA,1,1,1,0,7,0.00140093161952699
"268","Indonesia",1998,850,0,0,0,0,-5,19.11816,39.439999,8.198185,-13.12672,3,7,1,1,8,NA,1,1,1,1,8,0.00135699677228625
"269","Iran",1994,630,3,0,2,0,-6,17.87619,59.419998,8.5806799,-0.3505531,0,0,0,0,5,NA,0,0,2,0,NA,0.00883268091940179
"270","Iran",1995,630,2,0,2,0,-6,17.892269,60.200001,8.5266457,2.6526861,0,0,0,0,6,NA,0,0,2,0,5,0.00775250493673663
"271","Iran",1996,630,2,0,2,0,-6,17.907841,61,8.5639448,7.1007352,0,0,0,0,6,NA,0,0,2,0,6,0.0088339222614841
"272","Iran",1997,630,1,0,2,0,3,17.92433,61.799999,8.5437555,3.3848071,0,0,0,0,7,NA,0,0,2,1,6,0.00947375358355027
"273","Iran",1998,630,1,0,2,0,3,17.94022,62.599998,8.5354624,2.7405851,0,0,0,0,7,NA,0,0,2,1,7,0.00699534657380091
"274","Iran",1999,630,0,0,2,0,3,17.954451,63.400002,8.6413774,1.933822,0,0,0,0,8,NA,0,0,2,1,7,0.006886639918558
"275","Iran",2000,630,1,0,1,0,3,17.96913,64.199997,8.7070742,5.1431632,0,0,0,0,7,NA,0,0,1,1,8,0.0075773241558595
"276","Iran",2001,630,1,0,1,0,3,17.982611,64.739998,8.7255058,3.669672,0,6,0,1,7,NA,0,0,1,1,7,0.00785592869940736
"277","Iran",2002,630,1,0,1,0,3,17.998171,65.279999,8.848525,7.5155978,6,1,0,1,7,NA,0,0,1,1,7,0.00767788326664403
"278","Iran",2003,630,2,0,1,0,3,18.011089,65.82,8.8826847,7.1146808,1,0,0,0,6,NA,0,0,1,1,7,0.0078782661978612
"279","Iran",2004,630,NA,0,1,0,-6,18.0249,66.360001,NA,5.0840502,0,0,0,0,NA,NA,0,1,1,0,6,0.0069222116466211
"280","Iraq",1994,645,2,0,0,0,-9,16.858089,68.980003,7.3104339,NA,0,0,0,0,6,NA,0,0,0,0,NA,0.0216284987277354
"281","Iraq",1995,645,3,0,0,0,-9,16.889681,68.800003,7.1215239,NA,0,0,0,0,5,NA,0,0,0,0,6,0.0223936302562827
"282","Iraq",1996,645,0,0,0,0,-9,16.92086,68.599998,7.5251818,NA,0,0,0,0,8,NA,0,0,0,0,5,0.0218372397728927
"283","Iraq",1997,645,0,0,0,0,-9,16.951571,68.400002,7.1514888,NA,0,0,0,0,8,NA,0,0,0,0,8,0.0188884166784719
"284","Iraq",1998,645,0,0,0,0,-9,16.981371,68.199997,7.6237521,34.799999,0,0,0,0,8,NA,0,0,0,0,8,0.0192660550458716
"285","Iraq",1999,645,0,0,0,0,-9,17.00976,68,7.8558002,24.799999,0,0,0,0,8,NA,0,0,0,0,8,0.0187082405345212
"286","Iraq",2000,645,0,0,0,0,-9,NA,67.800003,7.8019428,-4.3000002,0,0,0,0,8,NA,0,0,0,0,8,0.018559377027904
"287","Iraq",2001,645,0,0,0,0,-9,NA,67.620003,7.835083,-6.5999999,0,0,0,0,8,NA,0,0,0,0,8,0.017087816870189
"288","Jordan",1994,663,6,1,1,1,-2,15.2169,77.160004,8.1809177,4.9864368,0,0,0,0,2,NA,1,0,4,1,NA,0.0194439043359907
"289","Jordan",1995,663,4,2,1,0,-2,15.2494,78.400002,8.2497797,6.1864619,0,0,0,0,4,NA,1,0,4,1,2,0.0186115764005211
"290","Jordan",1996,663,4,1,2,1,-2,15.27993,78.800003,8.2575722,2.0874929,0,0,0,0,4,NA,1,0,5,1,4,0.0179179358537896
"291","Jordan",1997,663,5,0,1,1,-2,15.31046,79.199997,8.2884979,3.3076229,0,0,0,0,3,NA,1,0,3,1,4,0.0176653966054728
"292","Jordan",1998,663,5,0,1,1,-2,15.341,79.599998,8.2923498,3.012347,0,0,0,0,3,NA,2,0,4,1,3,0.0161802030456853
"293","Jordan",1999,663,4,0,2,2,-2,15.35892,80,8.3121939,3.3910019,0,0,0,0,4,NA,1,0,5,1,3,0.0157358839864239
"294","Jordan",2000,663,4,0,2,1,-2,15.38361,80.400002,8.2692032,4.2445631,0,0,0,0,4,NA,1,0,4,1,4,0.0155945419103314
"295","Jordan",2001,663,5,0,2,1,-2,15.40831,80.779999,8.3149128,5.2692962,0,0,0,0,3,NA,1,0,4,1,4,0.0200883889112093
"296","Jordan",2002,663,5,0,2,1,-2,15.43252,81.160004,8.4053459,5.7857962,0,0,0,0,3,NA,1,0,4,1,3,0.0203956761166633
"297","Jordan",2003,663,5,1,1,1,-2,15.45722,81.540001,8.3728762,4.1780748,0,0,0,0,3,NA,1,0,4,1,3,0.0200642054574639
"298","Jordan",2004,663,4,1,1,1,-2,15.48133,81.919998,NA,8.429451,0,0,0,0,4,NA,0,0,3,1,3,0.0196386488609584
"299","Kazakhstan",2002,705,6,0,1,0,-6,16.51412,56.700001,8.9516373,9.8000002,0,0,1,0,2,0.180865969313162,1,0,2,0,NA,0.00410312521370444
"300","Kazakhstan",2003,705,4,0,1,0,-6,16.517481,56.900002,9.1868143,9.3000002,0,0,1,0,4,0.19384320166523,1,0,2,0,2,0.00447518307567128
"301","Kazakhstan",2004,705,4,1,1,0,-6,16.52442,57.099998,NA,9.6000004,0,0,1,0,4,0.175123770598763,0,0,2,0,4,0.00442893571332707
"302","Kenya",1994,501,4,0,1,0,-5,17.09231,18.84,7.125711,2.6327851,0,0,1,0,4,NA,0,0,1,1,NA,0.000751058309436023
"303","Kenya",1995,501,4,0,0,0,-5,17.11968,19,7.0831819,4.4062171,0,0,0,0,4,NA,0,0,0,1,4,0.000720791560186095
"304","Kenya",1996,501,4,0,1,1,-5,17.145651,19.139999,7.1237121,4.1468391,0,0,0,0,4,NA,1,0,3,1,4,0.000754574608564422
"305","Kenya",1997,501,4,0,1,1,-2,17.17042,19.280001,7.1518111,0.47511709,0,1,0,1,4,NA,1,0,3,1,4,0.000724112961622013
"306","Kenya",1998,501,2,0,2,2,-2,17.19416,19.42,7.137558,3.290967,1,2,0,1,6,NA,1,0,5,1,4,0.000861831218974076
"307","Kenya",1999,501,1,0,1,2,-2,17.217091,19.559999,7.0998092,2.2846169,2,0,0,0,7,NA,1,0,4,1,6,0.000812210227080443
"308","Kenya",2000,501,2,0,0,1,-2,17.239429,19.700001,7.1449718,0.59921438,0,0,0,0,6,NA,1,1,2,1,7,0.000731382978723404
"309","Kenya",2001,501,3,1,0,1,-2,17.261169,19.9,7.1593709,3.8025191,0,0,0,0,5,NA,1,1,3,1,6,0.000771183445262042
"310","Korea, Democratic People's Republic of",1994,731,NA,0,0,0,-9,16.845119,58.959999,7.2365141,NA,0,0,0,0,NA,NA,0,0,0,0,NA,0.0506119444188829
"311","Korea, Democratic People's Republic of",1995,731,3,0,0,0,-9,16.85614,59.099998,7.2037921,NA,0,0,0,0,5,NA,0,0,0,0,NA,0.049780513191836
"312","Korea, Democratic People's Republic of",1996,731,0,0,0,0,-9,16.8664,59.32,7.1813521,NA,0,0,0,0,8,NA,0,0,0,0,5,0.0489628772367133
"313","Korea, Democratic People's Republic of",1997,731,0,0,0,0,-9,16.875919,59.540001,7.1319828,NA,0,0,0,0,8,NA,0,0,0,0,8,0.048167447563165
"314","Korea, Democratic People's Republic of",1998,731,0,0,0,0,-9,16.88472,59.759998,7.1347561,NA,0,0,0,0,8,NA,0,0,0,0,8,0.0428302210039404
"315","Korea, Democratic People's Republic of",1999,731,0,0,0,0,-9,16.89283,59.98,7.211627,NA,0,0,0,0,8,NA,0,0,0,0,8,0.0421905324445195
"316","Korea, Democratic People's Republic of",2000,731,0,0,0,0,-9,16.90027,60.200001,7.2290802,NA,0,0,0,0,8,NA,0,0,0,0,8,0.0438870169308207
"317","Korea, Democratic People's Republic of",2001,731,0,0,0,0,-9,16.907049,60.48,7.2812638,NA,0,0,0,0,8,NA,0,0,0,0,8,0.0467406799429781
"318","Kuwait",1994,690,6,1,2,0,-7,NA,98.080002,9.9797382,8.4361658,0,0,0,0,2,NA,1,0,4,0,NA,0.00925925925925926
"319","Kuwait",1995,690,5,0,2,0,-7,14.40441,98.099998,10.0096,4.8582911,0,0,0,0,3,NA,1,0,3,0,2,0.0118273211117682
"320","Kuwait",1996,690,2,0,2,1,-7,14.4542,98.120003,10.08577,0.60512692,0,0,0,0,6,NA,0,0,3,0,3,0.0125427594070696
"321","Kuwait",1997,690,5,0,2,1,-7,14.49861,98.139999,10.03102,2.473325,0,0,0,0,3,NA,1,0,4,0,6,0.0154781647318961
"322","Kuwait",1998,690,5,0,2,1,-7,14.52207,98.160004,9.8375578,3.662055,0,0,0,0,3,NA,2,0,5,0,3,0.0115958034235229
"323","Kuwait",1999,690,5,0,2,1,-7,14.56078,98.18,9.9429216,-1.789009,0,0,0,0,3,NA,1,0,4,0,3,0.011070110701107
"324","Kuwait",2000,690,5,0,2,0,-7,14.59941,98.199997,10.13203,4.694582,0,0,0,0,3,NA,1,0,3,0,3,0.00760649087221095
"325","Kuwait",2001,690,6,0,2,1,-7,14.63749,98.220001,10.02958,0.7290265,0,0,0,0,2,NA,1,0,4,0,3,0.00819252432155658
"326","Kuwait",2002,690,6,0,2,0,-7,14.66349,98.239998,10.01552,5.1107888,0,0,0,0,2,NA,1,0,3,0,2,0.0078125
"327","Kuwait",2003,690,6,0,2,0,-7,14.68949,98.260002,10.20523,13.38983,0,0,0,0,2,NA,1,0,3,0,2,0.00756143667296786
"328","Kuwait",2004,690,6,1,2,0,-7,14.71548,98.279999,NA,6.1939459,0,0,0,0,2,NA,0,0,3,0,2,0.00728597449908925
"329","Kyrgyz Republic",2002,703,6,1,0,1,-3,15.42359,35.560001,8.1844835,-0.017353,0,0,2,0,2,NA,1,0,3,1,NA,0.00219868079152508
"330","Kyrgyz Republic",2003,703,5,1,0,1,-3,15.43264,35.639999,NA,7.0302958,0,0,1,0,3,NA,0,0,2,1,2,0.00219604711519265
"331","Kyrgyz Republic",2004,703,5,1,0,1,-3,15.44334,35.720001,NA,7.0268602,0,0,1,0,3,NA,1,0,3,1,3,0.00239091452480574
"332","Laos",1998,812,5,0,1,0,-7,15.43,18.219999,7.0839581,3.967608,0,0,2,0,3,NA,0,0,1,0,NA,0.00968429207824908
"333","Laos",1999,812,5,0,1,0,-7,15.45004,18.559999,7.1431079,7.306376,0,0,1,0,3,NA,0,0,1,0,3,0.00943930526713234
"334","Laos",2000,812,4,1,1,0,-7,15.46877,18.9,7.1367588,5.805552,0,0,1,0,4,NA,0,0,2,0,3,0.00533775078225658
"335","Laos",2001,812,4,0,1,0,-7,15.48615,19.24,7.1379652,5.7659888,0,0,1,0,4,NA,0,0,1,0,4,0.0053933420122745
"336","Laos",2002,812,4,0,2,0,-7,15.50236,19.58,7.3033419,5.8961668,0,0,1,0,4,NA,0,0,2,0,4,0.00522993688007214
"337","Laos",2003,812,1,0,2,0,-7,15.51793,19.92,7.321383,6.114367,0,0,1,0,7,NA,0,0,2,0,4,0.00516106068695497
"338","Lesotho",1998,570,NA,NA,NA,NA,0,14.37871,17.639999,7.531754,-4.5239158,0,0,-77,0,NA,NA,NA,0,NA,1,NA,0.000969932104752667
"339","Lesotho",1999,570,8,2,2,1,2,14.38883,17.719999,7.5074558,0.182844,0,0,2,0,0,NA,2,0,7,1,NA,0.00094876660341556
"340","Lesotho",2000,570,6,2,2,1,4,14.39633,17.799999,7.5142012,2.560359,0,0,2,0,2,NA,2,0,7,1,0,0.000928936367858802
"341","Liberia",1994,450,NA,NA,NA,NA,0,14.54163,49.060001,5.0438008,-21.76235,0,0,-77,0,NA,NA,NA,0,NA,1,NA,0.0182456780550107
"342","Liberia",1995,450,NA,NA,NA,NA,0,14.577,50,5.059279,-4.266212,0,0,-77,0,NA,NA,NA,0,NA,1,NA,0.0182456780550107
