"","X","ccode","isocode","ctry_name","year","gdp_grth","urban","l_pop","polity2","event","Africa","Asia","Europe","Latin_America","PHYSINT","ELECSD","LABENV","milex","milper","tpop","VIOLENCE","lagVIOLENCE","dummyevent","lagdummy","ProtestHistory","milexpc","lmilexpc"
"149",149,371,"ARM","Armenia",1987,NA,0.675,15.05586,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"150",150,371,"ARM","Armenia",1988,NA,0.675,15.07116,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA
"151",151,371,"ARM","Armenia",1989,NA,0.675,15.08033,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA
"152",152,371,"ARM","Armenia",1990,NA,0.675,15.08096,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA
"153",153,371,"ARM","Armenia",1991,-11.7,0.67260002,15.07182,7,0,0,1,0,0,NA,NA,NA,40.6976744186046,NA,3612,NA,NA,0,0,1,0.0112673517216513,-4.48584596331288
"154",154,371,"ARM","Armenia",1992,-41.799999,0.67019997,15.0541,7,0,0,1,0,0,8,1,5,20.3472599023332,20,3686,0,NA,0,0,1,0.00552014647377459,-5.19935088394109
"155",155,371,"ARM","Armenia",1993,-8.7999992,0.66779999,15.03095,7,0,0,1,0,0,7,2,5,40.4717233985527,21,3731,1,0,0,0,1,0.0108474198334368,-4.52382803064525
"156",156,371,"ARM","Armenia",1994,5.400003,0.66540001,15.00729,7,0,0,1,0,0,7,1,6,NA,45,3746,1,1,0,0,1,NA,NA
"157",157,371,"ARM","Armenia",1995,6.8999982,0.66300003,14.98706,3,0,0,1,0,0,5,0,3,21.0162277201383,60,3759,3,1,0,0,1,0.00559090920993305,-5.1866133556792
"158",158,371,"ARM","Armenia",1996,5.8654008,0.66059998,14.97177,-6,0,0,1,0,0,5,1,3,33.2093517534538,60,3764,3,3,0,0,1,0.00882288835107699,-4.7304059851261
"159",159,371,"ARM","Armenia",1997,3.32108,0.6582,14.96071,-6,0,0,1,0,0,5,1,3,37.8912685337727,60,3642,3,3,0,0,1,0.0104039726891193,-4.56556755643576
"160",160,371,"ARM","Armenia",1998,7.3000002,0.65580002,14.95302,5,0,0,1,0,0,4,0,5,42.7036199095023,50,3536,4,3,0,0,1,0.0120768155852665,-4.41646773171801
"161",161,371,"ARM","Armenia",1999,3.3,0.65339996,14.94693,5,0,0,1,0,0,6,1,6,45.1063829787234,50,3525,2,4,0,0,0,0.0127961370152407,-4.35861194929037
"162",162,371,"ARM","Armenia",2000,6.0398388,0.65099998,14.94109,5,0,0,1,0,0,4,0,4,196.022727272727,41,3520,4,2,0,0,0,0.0556882747933884,-2.88798566061084
"163",163,371,"ARM","Armenia",2001,9.5566387,0.64900002,14.93547,5,0,0,1,0,0,6,1,6,198.195395146235,42,3214,2,4,0,0,0,0.0616662710473663,-2.78601815804062
"164",164,371,"ARM","Armenia",2002,13.1863,0.64699997,14.93063,5,0,0,1,0,0,6,1,6,229.734164752215,44,3047,2,2,0,0,0,0.0753968377919971,-2.58498994394588
"165",165,371,"ARM","Armenia",2003,14,0.645,14.92644,5,0,0,1,0,0,6,0,4,230.566534914361,45,3036,2,2,0,0,0,0.0759441814605932,-2.5777566630055
"166",166,371,"ARM","Armenia",2004,10.5,0.64300003,14.92278,5,0,0,1,0,0,4,1,5,267.680105750165,47,3026,4,2,0,0,0,0.0884600481659502,-2.42520426204798
"167",167,371,"ARM","Armenia",2005,14,0.64099998,14.91955,NA,0,0,1,0,0,5,1,5,41.4593698175788,48,3015,3,4,0,0,0,0.0137510347653661,-4.28664120203813
"168",168,371,"ARM","Armenia",2006,NA,NA,NA,NA,0,0,1,0,0,5,1,4,61.2720612720613,48,3003,3,3,0,0,0,0.0204036168072132,-3.89204309937554
"169",169,373,"AZE","Azerbaijan",1979,NA,0.52619999,15.61969,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"170",170,373,"AZE","Azerbaijan",1980,NA,0.52799999,15.63456,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"171",171,373,"AZE","Azerbaijan",1981,NA,0.52939999,15.65049,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"172",172,373,"AZE","Azerbaijan",1982,NA,0.53080002,15.66585,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"173",173,373,"AZE","Azerbaijan",1983,NA,0.53220001,15.68129,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"174",174,373,"AZE","Azerbaijan",1984,NA,0.53360001,15.69696,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"175",175,373,"AZE","Azerbaijan",1985,NA,0.535,15.71298,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"176",176,373,"AZE","Azerbaijan",1986,NA,0.53540001,15.72934,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"177",177,373,"AZE","Azerbaijan",1987,NA,0.53580002,15.74602,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"178",178,373,"AZE","Azerbaijan",1988,NA,0.53619999,15.76199,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"179",179,373,"AZE","Azerbaijan",1989,NA,0.5366,15.77349,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"180",180,373,"AZE","Azerbaijan",1990,NA,0.53700001,15.78388,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"181",181,373,"AZE","Azerbaijan",1991,-0.69999999,0.53400002,15.7994,-3,0,0,1,0,0,NA,NA,NA,42.0898845137053,NA,7187,NA,NA,0,0,0,0.00585639133347785,-5.14022167848385
"182",182,373,"AZE","Azerbaijan",1992,-22.6,0.53099998,15.81456,1,0,0,1,0,0,4,0,5,26.0189118815952,43,7297,4,NA,0,0,0,0.00356569986043513,-5.63639493009545
"183",183,373,"AZE","Azerbaijan",1993,-23.1,0.52799999,15.82975,-3,0,0,1,0,0,3,0,2,17.3724212812161,45,7368,5,4,0,0,0,0.00235782047790663,-6.05001761296853
"184",184,373,"AZE","Azerbaijan",1994,-19.700001,0.525,15.84326,-3,0,0,1,0,0,3,0,2,17.7634234961647,50,7431,5,5,0,0,0,0.00239044859321285,-6.03627423474643
"185",185,373,"AZE","Azerbaijan",1995,-11.8,0.52200001,15.85478,-6,0,0,1,0,0,4,0,3,14.2914384933885,78,7487,4,5,0,0,0,0.00190883377766643,-6.26126281101733
"186",186,373,"AZE","Azerbaijan",1996,1.3,0.51939999,15.86488,-6,0,0,1,0,0,3,0,3,17.5600739371534,80,7574,5,4,0,0,0,0.0023184676441977,-6.06684880971959
"187",187,373,"AZE","Azerbaijan",1997,5.8000002,0.5168,15.87449,-6,0,0,1,0,0,3,1,4,19.1475409836066,75,7625,5,5,0,0,0,0.00251115291588283,-5.98701330226075
"188",188,373,"AZE","Azerbaijan",1998,10,0.51419998,15.88402,-7,0,0,1,0,0,4,0,3,25.6878341374364,70,7669,4,5,0,0,0,0.00334956762777891,-5.69892400780959
"189",189,373,"AZE","Azerbaijan",1999,7.4000001,0.5116,15.89283,-7,0,0,1,0,0,5,1,4,26.3739119137326,75,7697,3,4,0,0,0,0.00342651837257797,-5.67621058504471
"190",190,373,"AZE","Azerbaijan",2000,11.1,0.50900002,15.901,-7,0,0,1,0,0,4,0,3,107.318334626325,72,7734,4,3,0,0,0,0.0138761746349011,-4.2775819645617
"191",191,373,"AZE","Azerbaijan",2001,9.8999996,0.5102,15.90875,-7,0,0,1,0,0,5,1,4,102.700036986808,72,8111,3,4,0,0,0,0.0126618218452482,-4.36916396699171
"192",192,373,"AZE","Azerbaijan",2002,10.6,0.51139999,15.91621,-7,0,0,1,0,0,4,1,3,108.695652173913,72,8280,4,3,0,0,0,0.0131274942239025,-4.33304645245216
"193",193,373,"AZE","Azerbaijan",2003,11.2,0.51259998,15.92379,-7,0,0,1,0,0,3,0,2,113.500597371565,66,8370,5,4,0,0,0,0.0135604058986338,-4.30060106339032
"194",194,373,"AZE","Azerbaijan",2004,10.2,0.51380001,15.93254,-7,0,0,1,0,0,3,1,2,129.94683992912,66,8465,5,5,0,0,0,0.0153510738250585,-4.17656985136587
"195",195,373,"AZE","Azerbaijan",2005,26.4,0.515,15.94231,NA,0,0,1,0,0,2,1,3,36.6693915683756,66,8563,6,5,0,0,0,0.004282306617818,-5.45326348516199
"196",196,373,"AZE","Azerbaijan",2006,NA,NA,NA,NA,0,0,1,0,0,2,1,2,75.9376803231391,67,8665,6,6,0,0,0,0.00876372536908702,-4.73713419399196
"197",197,516,"BDI","Burundi",1979,1.664955,0.040799999,15.20476,-7,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"198",198,516,"BDI","Burundi",1980,0.99105573,0.043000002,15.23379,-7,0,1,0,0,0,NA,NA,NA,8.74210781932977,7,4118,NA,NA,0,0,NA,0.00212290136457741,-6.15497155773722
"199",199,516,"BDI","Burundi",1981,12.16328,0.0448,15.26519,-7,0,1,0,0,0,6,0,2,7.33727810650888,7,4225,2,NA,0,0,NA,0.00173663387136305,-6.35580659611526
"200",200,516,"BDI","Burundi",1982,-1.0536,0.046599998,15.29853,-7,0,1,0,0,0,8,1,3,9.21871398939848,7,4339,0,2,0,0,NA,0.00212461719045828,-6.15416363850063
"201",201,516,"BDI","Burundi",1983,3.715327,0.048400002,15.33298,-7,0,1,0,0,0,6,0,3,10.764745458623,7,4459,2,0,0,0,NA,0.00241416134976968,-6.02640331936493
"202",202,516,"BDI","Burundi",1984,0.155544,0.0502,15.36761,-7,0,1,0,0,0,4,0,1,7.19738276990185,8,4585,4,2,0,0,NA,0.00156976723443879,-6.45682792893251
"203",203,516,"BDI","Burundi",1985,11.78318,0.051999998,15.40168,-7,0,1,0,0,0,6,0,1,7.37600678253497,9,4718,2,4,0,0,NA,0.00156337574873569,-6.46090785417267
"204",204,516,"BDI","Burundi",1986,3.25018,0.054200001,15.43504,-7,0,1,0,0,0,5,0,2,8.62054766316656,10,4857,3,2,0,0,NA,0.00177487083861778,-6.3340276256783
"205",205,516,"BDI","Burundi",1987,5.5030961,0.056399999,15.46745,-7,0,1,0,0,0,6,0,1,6.32673465306939,10,5001,2,3,0,0,NA,0.00126509391183151,-6.67260892095622
"206",206,516,"BDI","Burundi",1988,5.031024,0.058600001,15.49807,-7,0,1,0,0,0,3,0,1,6.22450961351719,11,5149,5,2,0,0,NA,0.00120887737687263,-6.71806313774347
"207",207,516,"BDI","Burundi",1989,1.349502,0.060799999,15.52601,-7,0,1,0,0,0,5,0,1,5.28102602791399,11,5302,3,5,0,0,0,0.000996044139553752,-6.9117189845406
"208",208,516,"BDI","Burundi",1990,3.4998219,0.063000002,15.55074,-7,0,1,0,0,0,4,0,1,4.74679369732503,12,5458,4,3,0,0,0,0.000869694704530053,-7.04736832223376
"209",209,516,"BDI","Burundi",1991,4.9968371,0.065,15.57248,-7,0,1,0,0,0,0,0,1,5.31868327402135,12,5620,8,4,0,0,0,0.000946384924203088,-6.96286117505178
"210",210,516,"BDI","Burundi",1992,1.009998,0.066999998,15.59161,-3,0,1,0,0,0,5,0,3,NA,13,5786,3,8,0,0,0,NA,NA
"211",211,516,"BDI","Burundi",1993,-6.2399998,0.069000001,15.60809,0,0,1,0,0,0,NA,NA,NA,4.6801872074883,13,5769,NA,3,0,0,0,0.000811264899893968,-7.11691592352731
"212",212,516,"BDI","Burundi",1994,-3.8299999,0.070999999,15.62195,0,0,1,0,0,0,NA,NA,NA,5.61702127659574,17,5875,NA,NA,0,0,0,0.000956088727931191,-6.9526598375761
"213",213,516,"BDI","Burundi",1995,-7.9200001,0.073000002,15.63343,0,0,1,0,0,0,NA,NA,NA,7.68973587428954,22,5982,NA,NA,0,0,0,0.00128547908296381,-6.65662380290855
"214",214,516,"BDI","Burundi",1996,-8,0.075599999,15.64241,-5,0,1,0,0,0,1,1,2,8.54139290407359,25,6088,7,NA,0,0,0,0.0014029883219569,-6.56915080151948
"215",215,516,"BDI","Burundi",1997,-1.59,0.078200002,15.64963,-5,0,1,0,0,0,0,0,2,13.722957701001,35,6194,8,7,0,0,0,0.00221552433015837,-6.11226618559384
"216",216,516,"BDI","Burundi",1998,4.75,0.080799999,15.65738,-1,0,1,0,0,0,0,0,3,12.6993960043364,35,6457,8,8,0,0,0,0.0019667641326214,-6.23136565900654
"217",217,516,"BDI","Burundi",1999,-1.01,0.083400002,15.66857,-1,0,1,0,0,0,1,0,1,10.5102817974105,40,6565,7,8,0,0,0,0.00160095686175331,-6.4371537898944
"218",218,516,"BDI","Burundi",2000,-0.85686398,0.086000004,15.68517,-1,0,1,0,0,0,1,0,1,6.27333831217326,40,6695,7,7,0,0,0,0.000937018418547164,-6.97280761898504
"219",219,516,"BDI","Burundi",2001,2.0558071,0.088800001,15.70762,0,0,1,0,0,0,1,0,2,5.11172776398423,46,6847,7,7,0,0,0,0.000746564592373919,-7.20002841777058
"220",220,516,"BDI","Burundi",2002,4.4465189,0.091599998,15.7351,NA,0,1,0,0,0,0,0,2,8.66723500994601,46,7038,8,7,0,0,0,0.00123149119209236,-6.69952949260761
"221",221,516,"BDI","Burundi",2003,-1.2237279,0.094399996,15.76665,NA,0,1,0,0,0,0,0,3,5.78193832599119,50,7264,8,8,0,0,0,0.000795971685846805,-7.13594694329675
"222",222,516,"BDI","Burundi",2004,4.8336582,0.097200003,15.80089,NA,0,1,0,0,0,0,0,2,5.72493675941952,50,7511,8,8,0,0,0,0.000762206997659369,-7.17929238869632
"223",223,516,"BDI","Burundi",2005,0.9074313,0.1,15.83673,NA,0,1,0,0,0,3,2,2,8.23680823680824,51,7770,5,8,0,0,0,0.0010600782801555,-6.84941252438158
"224",224,516,"BDI","Burundi",2006,NA,NA,NA,NA,0,1,0,0,0,1,2,2,9.20054705955489,51,8043,7,5,0,0,0,0.00114391981344708,-6.77329448162183
"225",225,434,"BEN","Benin",1979,6.535748,0.26219999,15.09518,-7,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"226",226,434,"BEN","Benin",1980,6.781764,0.27299999,15.12632,-7,0,1,0,0,0,NA,NA,NA,6.64355863662623,4,3462,NA,NA,0,0,NA,0.00191899440688221,-6.25595397656102
"227",227,434,"BEN","Benin",1981,9.9542313,0.28,15.15904,-7,0,1,0,0,0,5,1,2,6.71328671328671,6,3575,3,NA,0,0,NA,0.001877842437283,-6.27763180092613
"228",228,434,"BEN","Benin",1982,2.2350659,0.28700001,15.19301,-7,0,1,0,0,0,7,1,2,6.5093572009764,6,3687,1,3,0,0,NA,0.00176548879874597,-6.33932768713821
"229",229,434,"BEN","Benin",1983,-4.3478231,0.294,15.22758,-7,0,1,0,0,0,6,0,3,6.57030223390276,6,3805,2,1,0,0,NA,0.0017267548577931,-6.36151143674123
"230",230,434,"BEN","Benin",1984,7.9298401,0.301,15.26194,-7,0,1,0,0,0,6,1,3,5.41834394904459,6,3925,2,2,0,0,NA,0.00138046979593493,-6.58533140590989
"231",231,434,"BEN","Benin",1985,7.5303249,0.30799999,15.29561,-7,0,1,0,0,0,4,1,4,5.05050505050505,6,4059,4,2,0,0,NA,0.00124427323244766,-6.6892036685513
"232",232,434,"BEN","Benin",1986,2.1711421,0.31540001,15.32832,-7,0,1,0,0,0,6,1,2,7.16332378223496,4,4188,2,4,0,0,NA,0.00171044025363776,-6.37100448333656
"233",233,434,"BEN","Benin",1987,-1.500003,0.32279999,15.36034,-7,0,1,0,0,0,4,1,2,7.14222941720629,4,4324,4,2,0,0,NA,0.00165176443506158,-6.4059112078392
"234",234,434,"BEN","Benin",1988,3.4052451,0.3302,15.39241,-7,0,1,0,0,0,3,0,2,8.59126539753639,5,4465,5,4,0,0,NA,0.00192413558735418,-6.25327845762382
"235",235,434,"BEN","Benin",1989,-2.854161,0.33759998,15.42546,-7,0,1,0,0,0,5,0,5,7.16456795484151,5,4606,3,5,0,0,0,0.00155548587816794,-6.46596732031264
"236",236,434,"BEN","Benin",1990,3.2131879,0.345,15.45998,0,0,1,0,0,0,8,1,4,7.32686220721671,6,4739,0,3,0,0,0,0.00154607769723923,-6.47203407313328
"237",237,434,"BEN","Benin",1991,4.7225089,0.34959999,15.49614,6,0,1,0,0,0,8,2,7,4.18695029658417,7,4889,0,0,0,0,0,0.000856402187887946,-7.06277044650196
"238",238,434,"BEN","Benin",1992,4.0099802,0.35419998,15.53338,6,0,1,0,0,0,6,2,5,5.38934020210026,7,5047,2,0,0,0,0,0.00106783043433728,-6.84212632039644
"239",239,434,"BEN","Benin",1993,3.5193429,0.35880001,15.57059,6,0,1,0,0,0,8,1,5,NA,8,5075,0,2,0,0,0,NA,NA
"240",240,434,"BEN","Benin",1994,4.3724561,0.3634,15.60644,6,0,1,0,0,0,6,2,6,3.81533765738268,8,5242,2,0,0,0,0,0.000727840071992117,-7.22542921523057
"241",241,434,"BEN","Benin",1995,4.6042609,0.36799999,15.64016,6,0,1,0,0,0,8,2,5,4.43458980044346,8,5412,0,2,0,0,0,0.000819399445758215,-7.10693886925127
"242",242,434,"BEN","Benin",1996,5.5474029,0.37119999,15.67157,6,0,1,0,0,0,8,2,5,4.82659992849482,8,5594,0,0,0,0,0,0.00086281729147208,-7.05530760253734
"243",243,434,"BEN","Benin",1997,6.1480699,0.37439999,15.7012,6,0,1,0,0,0,8,2,5,4.6328071379547,8,5828,0,0,0,0,0,0.000794922295462372,-7.13726618964373
"244",244,434,"BEN","Benin",1998,4.5407491,0.37759998,15.72997,6,0,1,0,0,0,7,2,7,5.70835495588998,8,5781,1,0,0,0,0,0.000987433827346477,-6.92040107371634
"245",245,434,"BEN","Benin",1999,4.697227,0.38080002,15.75905,6,0,1,0,0,0,8,2,5,5.72679804615125,8,5937,0,1,0,0,0,0.000964594584158877,-6.94380266494305
"246",246,434,"BEN","Benin",2000,5.8000002,0.38400002,15.78917,6,0,1,0,0,0,7,2,7,6.06855830736428,5,6097,1,0,0,0,0,0.00099533513324,-6.91243106018927
"247",247,434,"BEN","Benin",2001,5,0.38740002,15.82043,6,0,1,0,0,0,7,2,5,6.38927847904005,5,6417,1,1,0,0,0,0.00099567998738352,-6.91208464981459
"248",248,434,"BEN","Benin",2002,4.5,0.39080002,15.85243,6,0,1,0,0,0,7,2,4,6.60822656776804,5,7415,1,1,0,0,0,0.000891197109611334,-7.0229449320513
"249",249,434,"BEN","Benin",2003,3.9000001,0.39419998,15.88476,6,0,1,0,0,0,6,1,5,7.82676754500391,5,7666,2,1,0,0,0,0.00102097150339211,-6.88700065067676
"250",250,434,"BEN","Benin",2004,3.0999999,0.39759998,15.91686,6,0,1,0,0,0,7,1,5,8.58260759813202,5,7923,1,2,0,0,0,0.00108325225269873,-6.82778741777224
"251",251,434,"BEN","Benin",2005,2.9000001,0.40099998,15.94836,NA,0,1,0,0,0,7,1,4,NA,5,8182,1,1,0,0,0,NA,NA
"252",252,434,"BEN","Benin",2006,NA,NA,NA,NA,0,1,0,0,0,6,2,5,5.80293699668404,5,8444,2,1,0,0,0,0.000687226077295599,-7.28284724084366
"253",253,439,"BFA","Burkina Faso",1979,3.664624,0.083199997,15.67987,5,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"254",254,439,"BFA","Burkina Faso",1980,0.79687858,0.088000002,15.70058,-7,0,1,0,0,0,NA,NA,NA,4.81893182805037,5,6909,NA,NA,0,0,NA,0.000697486152561929,-7.26802789742363
"255",255,439,"BFA","Burkina Faso",1981,4.2553,0.095,15.7217,-7,0,1,0,0,0,6,0,3,4.79602480969834,8,7094,2,NA,0,0,NA,0.00067606777695212,-7.29921722518369
"256",256,439,"BFA","Burkina Faso",1982,9.5621958,0.102,15.74327,-7,0,1,0,0,0,6,0,4,4.53109128345916,9,7285,2,2,0,0,NA,0.000621975467873598,-7.38260990672059
"257",257,439,"BFA","Burkina Faso",1983,0.3459847,0.109,15.76573,-7,0,1,0,0,0,5,0,4,3.9894385026738,9,7480,3,2,0,0,NA,0.000533347393405588,-7.53633757611652
"258",258,439,"BFA","Burkina Faso",1984,-1.778699,0.116,15.78957,-7,0,1,0,0,0,5,0,2,3.79908854166667,9,7680,3,3,0,0,NA,0.000494672987196181,-7.61161364563592
"259",259,439,"BFA","Burkina Faso",1985,8.5173655,0.123,15.81507,-7,0,1,0,0,0,4,1,3,4.31904641136191,9,7886,4,3,0,0,NA,0.000547685317190199,-7.50980967465847
"260",260,439,"BFA","Burkina Faso",1986,8.495347,0.126,15.84228,-7,0,1,0,0,0,6,0,3,5.09324441151044,9,8097,2,4,0,0,NA,0.000629028579907427,-7.37133386524133
"261",261,439,"BFA","Burkina Faso",1987,-1.353025,0.129,15.87091,-7,0,1,0,0,0,5,0,1,6.13783978830888,9,8314,3,2,0,0,NA,0.000738253522769891,-7.21122326556715
"262",262,439,"BFA","Burkina Faso",1988,6.6295328,0.132,15.90039,-7,0,1,0,0,0,4,0,3,6.09113271641092,8,8537,4,3,0,0,NA,0.000713498034017912,-7.24533087645705
"263",263,439,"BFA","Burkina Faso",1989,0.9289161,0.135,15.93002,-7,0,1,0,0,0,3,0,3,6.47672826830938,8,8766,5,4,0,0,0,0.000738846482809648,-7.21042039498375
"264",264,439,"BFA","Burkina Faso",1990,-1.518031,0.138,15.95933,-7,0,1,0,0,0,3,0,2,8.4879457838018,10,9001,5,5,0,0,0,0.000943000309276947,-6.96644394735956
"265",265,439,"BFA","Burkina Faso",1991,8.6999998,0.1406,15.98829,-5,0,1,0,0,0,5,0,4,11.7615058209118,10,9191,3,5,0,0,0,0.00127967640310214,-6.66114804308892
"266",266,439,"BFA","Burkina Faso",1992,0.30000001,0.1432,16.01701,-5,0,1,0,0,0,4,1,4,14.7323226969151,9,9433,4,3,0,0,0,0.00156178550799481,-6.46192555581908
"267",267,439,"BFA","Burkina Faso",1993,4.5999999,0.1458,16.04542,-5,0,1,0,0,0,6,1,3,4.60648626316877,9,9682,2,4,0,0,0,0.000475778378761492,-7.65055840299112
"268",268,439,"BFA","Burkina Faso",1994,1,0.1484,16.07346,-5,0,1,0,0,0,6,0,4,6.37071493578724,9,9889,2,2,0,0,0,0.000644222361794644,-7.34746660916631
"269",269,439,"BFA","Burkina Faso",1995,4.5999999,0.151,16.101139,-5,0,1,0,0,0,5,1,5,6.66666666666667,9,10200,3,2,0,0,0,0.00065359477124183,-7.33302301438648
"270",270,439,"BFA","Burkina Faso",1996,7.0999999,0.1538,16.128321,-5,0,1,0,0,0,6,1,7,6.30797773654916,9,10780,2,3,0,0,0,0.000585155634188234,-7.44363270476773
"271",271,439,"BFA","Burkina Faso",1997,5.1999998,0.1566,16.155149,-4,0,1,0,0,0,7,1,7,6.04311355641743,9,11087,1,2,0,0,0,0.000545063006802329,-7.5146091611716
"272",272,439,"BFA","Burkina Faso",1998,1,0.1594,16.182211,-4,0,1,0,0,0,4,1,5,7.16497125165856,9,11305,4,1,0,0,0,0.000633787815272761,-7.36379633576956
"273",273,439,"BFA","Burkina Faso",1999,6.6999998,0.16219999,16.21022,-4,0,1,0,0,0,6,1,7,6.45661157024793,9,11616,2,4,0,0,0,0.000555837772920793,-7.49503408161071
"274",274,439,"BFA","Burkina Faso",2000,1.6,0.165,16.239571,-3,0,1,0,0,0,4,1,5,3.01583312390048,7,11937,4,2,0,0,0,0.000252645817533759,-8.28352198075183
"275",275,439,"BFA","Burkina Faso",2001,5.9000001,0.16860001,16.27038,0,0,1,0,0,0,4,1,6,3.09730706358083,10,11623,4,4,0,0,0,0.000266480862391881,-8.23020812784917
"276",276,439,"BFA","Burkina Faso",2002,4.4000001,0.17219999,16.302271,0,0,1,0,0,0,4,1,5,3.90370852309694,10,12296,4,4,0,0,0,0.000317477921527077,-8.05510228054684
"277",277,439,"BFA","Burkina Faso",2003,6.5,0.1758,16.334629,0,0,1,0,0,0,5,1,5,4.34473497116676,11,12659,3,4,0,0,0,0.000343213126721444,-7.97715894305905
"278",278,439,"BFA","Burkina Faso",2004,4.6500001,0.17940001,16.36665,0,0,1,0,0,0,4,1,5,4.75678993401872,11,13034,4,3,0,0,0,0.000364952427038416,-7.91574354975742
"279",279,439,"BFA","Burkina Faso",2005,7.1199999,0.18299999,16.397829,NA,0,1,0,0,0,5,1,5,4.76829086574281,11,13422,3,4,0,0,0,0.000355259340317599,-7.94266249909456
"280",280,439,"BFA","Burkina Faso",2006,NA,NA,NA,NA,0,1,0,0,0,5,1,4,5.20908696281291,11,13822,3,3,0,0,0,0.000376869263696492,-7.88361221130449
"281",281,771,"BGD","Bangladesh",1979,4.8016348,0.139,18.200809,-4,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"282",282,771,"BGD","Bangladesh",1980,0.81914192,0.149,18.224489,-4,0,0,1,0,0,NA,NA,NA,1.83630663749746,71,88678,NA,NA,0,0,NA,2.07075784016043e-05,-10.7850108183358
"283",283,771,"BGD","Bangladesh",1981,3.8019979,0.1542,18.248659,-4,0,0,1,0,0,5,1,6,1.69618713864046,77,90457,3,NA,0,0,NA,1.8751308783626e-05,-10.8842470061905
"284",284,771,"BGD","Bangladesh",1982,2.376467,0.1594,18.273211,-7,0,0,1,0,0,4,0,5,2.59229896851542,77,92585,4,3,0,0,NA,2.79991247881991e-05,-10.4833373058419
"285",285,771,"BGD","Bangladesh",1983,4.016088,0.16459999,18.29785,-7,0,0,1,0,0,4,0,4,1.87959979292348,77,94651,4,4,0,0,NA,1.98582137845715e-05,-10.826892843746
"286",286,771,"BGD","Bangladesh",1984,5.1806722,0.1698,18.322241,-7,0,0,1,0,0,5,0,4,2.6938616059955,81,97273,3,4,0,0,NA,2.76938267144583e-05,-10.4943010319024
"287",287,771,"BGD","Bangladesh",1985,3.2232809,0.175,18.346149,-7,1,0,1,0,0,4,0,5,1.70665969386729,91,99434,4,3,1,0,NA,1.71637437281744e-05,-10.9727113217217
"288",288,771,"BGD","Bangladesh",1986,4.24857,0.17959999,18.369511,-5,0,0,1,0,0,5,1,4,2.13183441031542,91,101673,3,4,0,1,NA,2.09675568766086e-05,-10.7725342254835
"289",289,771,"BGD","Bangladesh",1987,3.732264,0.1842,18.39241,-5,1,0,1,0,0,4,1,4,3.17853416924232,102,102563,4,3,1,0,NA,3.09910413038066e-05,-10.3818123854446
"290",290,771,"BGD","Bangladesh",1988,2.1592021,0.18879999,18.41503,-5,0,0,1,0,0,4,1,6,3.0227298817587,102,104532,4,4,0,1,NA,2.89167898993485e-05,-10.4510881661656
"291",291,771,"BGD","Bangladesh",1989,2.6123519,0.1934,18.43763,-5,0,0,1,0,0,5,1,5,2.71343667552367,103,106507,3,4,0,0,1,2.54766041248338e-05,-10.5777500122478
"292",292,771,"BGD","Bangladesh",1990,5.9413071,0.19799999,18.46035,-5,2,0,1,0,0,3,0,3,2.97818065867991,103,109765,5,3,1,0,1,2.71323341564242e-05,-10.5147843990037
"293",293,771,"BGD","Bangladesh",1991,3.339355,0.20139999,18.483219,6,0,0,1,0,0,4,1,6,2.76037495449581,107,109880,4,5,0,1,1,2.51217232844541e-05,-10.5917776166292
